friddjavuođareive	1. frihetsbrev;  
birasgealbofierpmádat	1. miljøkompetansenettverk;  
váldofierpmádat	1. hovednett;  
dorvofierpmádat	1. sosialt nettverk;  
lagasfierpmádat	1. nærnettet;  
sykkeljohtolatfierpmádat	1. sykkeltrafikknettverk;  
linnjáfierpmádat	1. linjenett;  
hámádat	1. profil;  
eaiggáduššanhámádat	1. eiendomsstruktur;  
boazodoallohámádat	1. reindriftsstruktur;  
dievasivdnádat	1. maksimalkulør;  
buorádat	1. godvær;  
dássádat	1. balanse;  
álgodássádat	1. råbalanse;  
dásádat	1. balanse;  
saldodásádat	1. saldobalanse;  
avádat	1. sone;  
gáddeavádat	1. strandsone;  
ovdánanavádat	1. utviklingssone;  
ássanavádat	1. bosettingssone;  
váfistanavádat	1. sikringssone;  
dustenavádat	1. buffersone;  
gielddusavádat	1. forbudssone;  
huksengielddusavádat	1. byggeforbudsbelte;  
guolleoaivádat	1. fiskestim;  
čázádat	1. vassdrag, vassfar;  
boazoduovdagat	1. reinbeiteterreng;  
dálkkádagat	1. klimatiske forhold;  
eastagat	1. prevensjon;  
šiehtadallanlihkastagat	1. forhandlingsutspill;  
áhčežagat	1. far og sønn;  
várrehusgolmmačiegat	1. varseltrekant;  
gehtegat	1. kjetting;  
latnjarusttegat	1. innredning;  
gievkkanrusttegat	1. kjøkkeninnredning;  
gazzadoaŋggat	1. hovtang;  
popnávledoaŋggat	1. blindnagletang;  
čáhcebumpedoaŋggat	1. vannpumpetang;  
čárvendoaŋggat	1. griptang;  
lágat	1. lovgivning;  
sierralágat	1. spesiallovgivning;  
vuollástanlágat	1. okkupasjonslovgivning;  
njuobahat	1. trekksted for not;  
báhcahat	1. avtrekker;  2. felle;  
fápmoválddahat	1. kraftuttak;  
bealledagahat	1. halvfabrikat;  
dáktespaiggahat	1. leddmus;  
barggahat	1. verksted;  
dáktesearggahat	1. gikt;  
čoavjebonjahat	1. mageknipe;  
vuojahat	1. ledegarn;  
čáhcevuojahat	1. hyppig vannlating;  
njielahat	1. sluk;  
buollahat	1. opptenningsved;  
biilafuolahat	1. servicestasjon for biler;  
doaimmahat	1. ekspedisjon;  
luoddadoaimmahat	1. vegvesen;  
sosiáladoaimmahat	1. sosialvesen;  
válsadoaimmahat	1. valseverk;  
čáhcedoaimmahat	1. vannverk;  
lavdnjedoaimmahat	1. torvvesen;  
mátkedoaimmahat	1. reisebyrå;  
kameráldoaimmahat	1. kameralvesen;  
goanstaduktaráhkadandoaimmahat	1. guanofabrikk;  
jođihandoaimmahat	1. drivverk;  
bearrandoaimmahat	1. inkassobyrå;  
dárkkistandoaimmahat	1. kontrollverk;  
buollindoaimmahat	1. brannvesen;  
duollodoaimmahat	1. tollvesen;  
elfápmodoaimmahat	1. kraftverk;  
bargofápmodoaimmahat	1. arbeidsmarkedsetat;  
geaidnodoaimmahat	1. veivesen;  
manahat	1. midtgang;  
čađamanahat	1. passasje;  
bovnnahat	1. sted med tuer;  
varrasonahat	1. jernmangelanemi;  
dávdesonahat	1. miltbrann;  
neuročuohpahat	1. nevrokirurgisk avdeling;  
guorahat	1. vandringsled;  
luoitahat	1. avløp;  
asfáltahat	1. asfaltverk;  
sisašávahat	1. innløp;  
badjelšávahat	1. overløp;  
olggosšávahat	1. utløp;  
ivdnenjuođahat	1. malerverksted;  
sáddovieččahat	1. sandtak;  
goččahat	1. pissoar;  
fanasvuoššahat	1. flytende kokeri;  
fálesvuoššahat	1. hvalkokeri;  
giddehat	1. kjoks;  
oalulgiddehat	1. bakkskive;  
differensiálgiddehat	1. differensialsperre;  
neavvogiddehat	1. verktøyfeste;  
mohtorgiddehat	1. motorfeste;  
liggehat	1. fyringsanlegg;  
lassájalgehat	1. terskeleliminator;  
čavgehat	1. fisk i not;  
lávgehat	1. tetningsflate;  
bivttasheŋgehat	1. garderobe;  
veajehat	1. smolt;  
leikehat	1. støperi;  
cahkkehat	1. tenning;  
čuonancahkkehat	1. gasstenner;  
ventiilačohkkehat	1. ventilsete;  
geađgemollehat	1. pukkverk;  
lohppehat	1. tettemelk;  
čáhcesirrehat	1. vannutskiller;  
luoddarastehat	1. vegovergang;  
dustehat	1. støtfanger;  
dusttehat	1. støtfanger;  
govddohat	1. flottør;  
feltspáhtaláiggohat	1. feltspatbrudd;  
biilaláigohat	1. bilutleie;  
vurkkohat	1. bod;  
biebmovurkkohat	1. matbod;  
ávnnasvurkkohat	1. materialbod;  
jávkkohat	1. blindsone;  
lehttohat	1. akselerasjonsfelt;  
báittohat	1. offside;  
dákteluottohat	1. beinverk;  
snihkkendivohat	1. snekkerverksted;  
nevvohat	1. rettledningstjeneste;  
infiltrašuvdnagoivvohat	1. infiltrasjonsgrøft;  
luossagorkŋohat	1. laksetrapp;  
guollegorkŋohat	1. fisketrapp;  
boazočuččohat	1. ståplass for rein;  
bátnedivššohat	1. tannklinikk;  
ergodivššohat	1. ergoterapiavdeling;  
fysiodivššohat	1. fysioterapiavdeling;  
suonjardivššohat	1. stråleterapiavdeling;  
boalddáhat	1. sviende smerte;  
raddeboalddáhat	1. brystsvie;  
geahpesboalddáhat	1. lungebetennelse;  
sisavuojáhat	1. innkjørsel;  
maŋisbáhcciidealáhat	1. etterlatte-pensjon;  
lasseealáhat	1. tilleggspensjon;  
unnimusealáhat	1. minstepensjon;  
buoláhat	1. brennende hete;  
suotnageasáhat	1. senestrekk;  
buváhat	1. choke;  
váldoboađáhat	1. hovedatkomst;  
bijat	1. noe som er lagt på en ved trolldom;  
galjat	1. stormasket garn;  
seaŋgalanjat	1. sengepost;  
sierranahttinseaŋgalanjat	1. isolasjonssengepost;  
oktasašlanjat	1. fellespost;  
breavaviehkat	1. brevvekt;  
ruskkat	1. søppel;  
mirkoruskkat	1. spesialavfall;  
máŋggabealat	1. allsidig;  
šávgalat	1. utslagsvask;  
spirralat	1. hofteparti;  
njealjejuvllat	1. firehjulssykkel;  
ruoššaállat	1. fjellerke;  
goikesallitbállat	1. fuglerøre uten fisk;  
oidnolat	1. syn;  
mannolat	1. prosess;  
riektemannolat	1. rettsutvikling, rettslig utvikling;  
luoddajohtolat	1. vegtrafikk;  
mopedajohtolat	1. mopedtrafikk;  
biilajohtolat	1. biltrafikk;  
čađajohtolat	1. gjennomgangstrafikk;  
girdijohtolat	1. lufttrafikk;  
guhkijohtolat	1. fjerntrafikk;  
sykkeljohtolat	1. sykkeltrafikk;  
ulbmiljohtolat	1. måltrafikk;  
fievridanjohtolat	1. godstrafikk;  
boahtinjohtolat	1. innfartstrafikk;  
buktinjohtolat	1. tilførselstrafikk;  
gierdojohtolat	1. rotasjonstrafikk;  
luopmojohtolat	1. ferietrafikk;  
fievrojohtolat	1. kjøretøytrafikk;  
neavvojohtolat	1. verktøybane;  
charterjohtolat	1. chartertrafikk;  
mohtorjohtolat	1. motortrafikk;  
lagasjohtolat	1. nærtrafikk;  
sisjohtolat	1. interntrafikk;  
áigodatjohtolat	1. sesongflytting;  
linnjájohtolat	1. linjetrafikk;  
oktasašjohtolat	1. kollektivtrafikk;  
olmmošjohtolat	1. persontrafikk;  
lávvolat	1. kon;  
čálat	1. stor sik;  2. fiskefilet;  
valáštallamat	1. idrettsstevne;  
čuoldimat	1. cup;  
čuoldinvuodjimat	1. cupkjøring;  
gilvovuodjimat	1. konkurransekjøring;  
čuoldinmeašttirvuodjimat	1. cupmesterskap;  
alimat	1. hofteparti;  
nisugordnečuolmmat	1. hvetekim;  
guorpmat	1. sandskrubb;  
haddehálbumat	1. prisfall;  
guohtumat	1. beiteressurser;  
čakčaguohtumat	1. høstbeite;  
giđđaguohtumat	1. vårbeite;  
dálveguohtumat	1. vinterbeite;  
boazoguohtumat	1. reinbeiteressurs;  
mohtormárkanat	1. motorstevne;  
duogášjienat	1. kontentum;  
kárvenat	1. karve;  
oarbinat	1. søsken;  
makaruvnnat	1. makaroni;  
varraheahpat	1. incest;  
ráhppat	1. bratt skråning;  
sáppat	1. støvel;  
skuvlafáddarat	1. skolepatrulje;  
goarat	1. tynn stokk;  
muorat	1. trevirke;  
lánuorat	1. stille med snø på sjøen;  
suorat	1. gaffelformet stokk;  
čállinbáhpárat	1. notatblokk, skriveblokk;  
muohtovuoidasat	1. sminke;  
heastabiergasat	1. seletøy;  
kompostagávgasat	1. kompoststrø;  
suodjalanávdnasat	1. verneutstyr;  
várjalanávdnasat	1. sikringsutstyr;  
huksenávdnasat	1. byggemateriale;  
luvvenávdnasat	1. løsemiddel;  
gádjunávdnasat	1. redningsutstyr;  
oktasašoahppoávdnasat	1. fellesstoff;  
ivdnebiktasat	1. kulørte klær;  
guvgesruoksat	1. rosa;  
badjosat	1. øvre del av not;  
nisugordneskahposat	1. hvetekli;  
behttosat	1. pinnespill;  
luosat	1. stengselsgarn for laks;  
viđasiessat	1. fembøring;  
čurtebuvssat	1. truser;  
olgguldasbuvssat	1. bukse;  
gákkesbuvssat	1. vadmelsbukse;  
jođihannjuolggadusat	1. manøvreringsreglement;  
jienastannjuolggadusat	1. voteringsreglement;  
bargonjuolggadusat	1. arbeidsinstruks;  
stáhtadivatnjuolggadusat	1. sportelreglement;  
ortnetnjuolggadusat	1. ordensreglement;  
láhkamearrádusat	1. lovverk;  
gilvvagárdebázahusat	1. hageavfall;  
doallomállásat	1. festmiddag;  
riepmomállásat	1. bankett;  
láibbastat	1. bakverk;  
nisuláibbastat	1. hvetebakst;  
oaivemieiggastat	1. hodestøtte;  
juvlaheaŋggastat	1. hjuloppheng;  
spiehkastat	1. avvik;  2. unntak;  
čuohpastat	1. snitt;  
sneaktačuohpastat	1. snitt;  
čierastat	1. sklie;  
giesastat	1. vinding;  
govastat	1. symbol;  
gahččastat	1. dyp utfor marbakken;  
bivddusgiddestat	1. redskapsfortøyning;  
buddestat	1. kantbånd;  
čuggestat	1. sprøyte;  
el-čuggestat	1. kontakt;  
gorgŋestat	1. rampe;  
orustaneinnostat	1. parkeringsprognose;  
johtolateinnostat	1. trafikkprognose;  
tákseorustat	1. taxiholdeplass;  
meahkástat	1. enkeltbekkasin;  
vuovdemeahkástat	1. rugde;  
guškkástat	1. småspove;  
stuorraguškkástat	1. storspove;  
buhtástat	1. renseri;  
duolbabasttat	1. nebbtang;  
jorbabasttat	1. rundtang;  
lássenrieggabasttat	1. låseringstang;  
jođasgámabasttat	1. kabelskotang;  
bohccebasttat	1. rørtang;  
bádjebasttat	1. smitang;  
ráiganbasttat	1. hulltang;  
garahanbasttat	1. avisoleringstang;  
cikcenbasttat	1. avbitertang;  
gilgacikcenbasttat	1. sideavbitertang;  
lotnolasbasttat	1. kombinasjonstang;  
luovosvuovttat	1. parykk;  
sáttat	1. delegat;  
riektegeavat	1. rettspraksis;  
hálddašangeavat	1. forvaltningspraksis;  
duopmostuollogeavat	1. domstolspraksis;  
luoddadivat	1. vegavgift;  
biiladivat	1. bilavgift;  
kontrolladivat	1. kontrollavgift;  
konferánsadivat	1. konferanseavgift;  
stáhtadivat	1. sportel;  
gáddedivat	1. landslott;  
jahkedivat	1. årsavgift;  
bargoaddidivat	1. arbeidsgiveravgift;  
dieđihandivat	1. påmeldingsavgift;  
háhkandivat	1. investeringsavgift;  
orustandivat	1. parkeringsavgift;  
doapparčorgendivat	1. renovasjonsavgift;  
goddindivat	1. fellingsavgift;  
eretcealkindivat	1. avbestillingsavgift;  
oassálastindivat	1. deltakeravgift;  
lassiárvodivat	1. merverdiavgift;  
jeaggehávat	1. myrhauk;  
njuozat	1. blaut fisk;  
heavnnisávzzat	1. myrull;  
dárbašat	1. behov;  2. rekvisita;  
oambeležat	1. søskenbarn;  
vuostáiváldindearvuođat	1. velkomsthilsen;  
grávvejaččat	1. gravøl;  
geavahanriektelaččat	1. bruksrettskrets;  
vuoiŋŋamaččat	1. hjerne;  
skohtersabet	1. skuterski;  
gurbbet	1. gresskar;  
vuoktagaccet	1. toppmeis;  
vuovdegaccet	1. granmeis;  
rohtogaccet	1. løvmeis;  
čáhppesgaccet	1. svartmeis;  
bađošgaccet	1. stjertmeis;  
guolebeahcet	1. fiskehale, spord;  
bissobeahcet	1. bøssekolbe;  
uminddet	1. umyndig person;  
edet	1. eddik;  
bidjet	1. auksjon;  
bággobidjet	1. tvangsauksjon;  
obbarehket	1. bruttofaktura;  
kredihttarehket	1. kreditnota;  
buvttarehket	1. faktura;  
mátkerehket	1. reiseregning;  
rekambiorehket	1. rekambioregning;  
nettorehket	1. nettofaktura;  
nelet	1. fjerding;  
ovdastellet	1. forstilling;  
neillet	1. nellik;  
ivdnegolmmet	1. fargetriangel;  
almennet	1. allmenning;  
sennet	1. sennep;  
honnet	1. honning;  
viessotevnnet	1. hustegning;  
hertnet	1. ert;  
ekonomiijaortnet	1. økonomisystem;  
doarjjaortnet	1. støtteordning;  
beavdeortnet	1. bordoppstilling;  
skuvlaasttoáiggeortnet	1. skolefritidsordning;  
ráhpeortnet	1. slamordning;  
fanasearreortnet	1. fartøykvoteordning;  
riekteortnet	1. rettsordning;  
doaibmalobiortnet	1. konsesjonsordning;  
doaibmaalmmáiortnet	1. engasjementsordning;  
buhtadanortnet	1. kompensasjonsordning;  
friddjasuohkanortnet	1. frikommuneordning;  
váidalanortnet	1. klageordning;  
jienastanortnet	1. voteringsrekkefølge;  
čorgenortnet	1. renovasjonsordning;  
čoahkkinortnet	1. forretningsorden, dagsorden;  
hilgunortnet	1. kondemneringsordning;  
čálgoortnet	1. velferdsordning;  
áppet	1. bløyte;  
fembieret	1. fembøring;  
muovjejieret	1. stikkelsbær;  
sáhppesjieret	1. solbær;  
guollečearret	1. makrellterne;  
meisset	1. messing;  
kitet	1. kjetting;  
sisttet	1. skinnbelling;  
musihkkarusttet	1. musikkanlegg;  
buollinlárbmarusttet	1. brannalarmanlegg;  
infiltrašuvdnarusttet	1. infiltrasjonsanlegg;  
bázahasgássarusttet	1. eksosanlegg;  
čuovgagovvarusttet	1. lysbildeapparat;  
buhtisvuođarusttet	1. sanitæranlegg;  
čáhcerusttet	1. vannanlegg;  
durdečáhcerusttet	1. anlegg for avløpsvann;  
ruferusttet	1. avløpsanlegg;  
buvttadanrusttet	1. produksjonsanlegg;  
fievrredanrusttet	1. transportutstyr;  
cahkkehanrusttet	1. tenningssystem;  
galmmihanrusttet	1. kuldeanlegg;  
deaddolasihanrusttet	1. trykkøkningsanlegg;  
buollindieđihanrusttet	1. brannmelder;  
biggohanrusttet	1. luftkondisjoneringsanlegg;  
skájanrusttet	1. høyttaleranlegg;  
jienastanrusttet	1. voteringsanlegg;  
jietnabáddenrusttet	1. lydbåndopptaker;  
liggenrusttet	1. fyringsanlegg, varmeanlegg;  
guovddášliggenrusttet	1. sentralvarmeanlegg;  
ráidnenrusttet	1. renseanlegg;  
čáhceráidnenrusttet	1. vannbehandlingsanlegg;  
sáttoráidnenrusttet	1. sandfilteranlegg;  
dulkonrusttet	1. tolkeanlegg;  
áibmomolsunrusttet	1. ventilasjonsanlegg;  
dikšunrusttet	1. kultiveringsanlegg;  
čáhcedikšunrusttet	1. akvakulturanlegg;  
bivdorusttet	1. fangstsystem;  
fálesbivdorusttet	1. hvalfangstetablissement;  
videorusttet	1. videokassettspiller;  
lieggaáibmorusttet	1. varmeluftsanlegg;  
dámpafápmorusttet	1. dampkraftverk;  
buođđorusttet	1. damanlegg;  
bázahasrusttet	1. avgassanlegg;  
meahccelávet	1. villbringebær;  
hárččet	1. gaffelformet bjørkegrein;  
biebmošibit	1. husdyr;  
báddegeaššibit	1. husdyr som i band;  
bargit	1. personale;  
čáskadeaddjit	1. brannslukkemannskap;  
čoahkkinguldaleaddjit	1. møtepublikum;  
njealjit	1. åttring;  
giehtadeahkit	1. armmuskulatur;  
oalgedeahkit	1. skuldermuskulatur;  
bivttasheŋgenroahkit	1. knaggrekke;  
gieđaguhkit	1. gripetang;  
jietnalohkkit	1. tellekorps;  
aktoealit	1. einstøing;  
fierbmesallit	1. garnsild;  
nuohttesallit	1. notsild;  
čiekčangilvaleamit	1. turnering;  
doalloeamit	1. vertinne;  
johtooamit	1. omløpsmidler;  
sivlečalmmit	1. maskerad;  
muitosánit	1. minnetale;  
čearrit	1. terne;  
orrit	1. laberg;  
gargŋiljorrit	1. prekestol;  
vázzinjorrit	1. rulator;  
pláhttaskárrit	1. platesaks;  
belleskárrit	1. blikksaks;  
leasmeskárrit	1. revmasaks;  
doalloisit	1. vert;  
biepmussálttit	1. næringssalter;  
njaŋggot	1. fjellrygg;  
baskkot	1. finmasket garn, finmasket not;  
báktesullot	1. skjærgård;  
bolot	1. stropp;  
lávžebolot	1. liten pinne;  
diggeálbmot	1. tingallmue;  
čoahkkinálbmot	1. publikum;  
unnitálbmot	1. minoritet;  
bodnedápmot	1. ørret;  
ártnot	1. utmattet (arbeids-) rein;  
rutnot	1. ungtorsk;  
rahpot	1. arbeidsvott;  
doallogávpot	1. vertsby;  
čáhppesváđot	1. bjørnebær;  
jáffut	1. mel;  
dávggut	1. påkjenning;  
luonddudávggut	1. naturpåkjenning;  
vuodjinjuogut	1. kjørefeltinndeling;  
gáddjut	1. redningsmannskap;  
guikkut	1. fossekall;  
doalut	1. arrangement;  
vuostáiváldindoalut	1. velkomstarrangement;  
guollemoalut	1. fiskeavfall;  
biebmomoalut	1. matavfall;  
rievdigolut	1. variabel kostnad;  
sáddengolut	1. sendingsutlegg;  
oastingolut	1. inntakskost;  
gálvogolut	1. varekostnad;  
meanut	1. ritual;  
loahppameanut	1. avslutningsarrangement;  
rahpanmeanut	1. åpningsseremoni;  
heajosmeanut	1. problematferd;  
leaipput	1. flettverk på laksestengsel;  
johtinvierut	1. flyttemønster;  
ivdnegorut	1. fargekropp;  
mohtorgorut	1. sylinderblokk;  
ruvttut	1. kasser;  
meašttirvuođagilvvut	1. mesterskap;  
čuoldingilvvut	1. cupspill;  
heaggadieđut	1. personalia;  
láhkadieđut	1. lovdata;  
prográmmadieđut	1. programinformasjon;  
johtolatdieđut	1. trafikkinformasjon;  
iešdieđut	1. personalia;  
loabát	1. tøffel;  
eanaeaiggát	1. grunneier;  
beanaeaiggát	1. hundeeier;  
eanagieraeaiggát	1. overflategrunneier;  
gáddeeaiggát	1. forstrandeier;  
oasseeaiggát	1. deleier;  
mieleaiggát	1. medeier;  
hápmaneaiggát	1. væreier;  
ovttaseaiggát	1. sameier;  
mihtáduseaiggát	1. utmålshaver;  
eanabihttáeaiggát	1. parselleier;  
iešeaiggát	1. sjøleiende;  
siiggát	1. dønning;  
vealgevahát	1. fordringstap, tap på fordringer;  
olmmošvahát	1. personskade;  
váhkát	1. skankekjøtt;  
bievlaealát	1. barmarksbeite;  
boazoealát	1. tilstrekkelig beite for reinen;  
bálvalanámmát	1. serviceyrke;  
sáppát	1. gummistøvvel;  
skearát	1. saks;  
vuoktabihtát	1. noen få hårstrå;  
ruoivát	1. hamp;  
tabu	1. tabu;  
čoaskudandárbu	1. kjølebehov;  
bargofápmodárbu	1. arbeidskraftbehov;  
beaktodárbu	1. effektbehov;  
johtolatdárbu	1. trafikkbehov;  
ohcu	1. katalog;  
jápminbáhcu	1. dødsbo;  
ravdasáhcu	1. kantlinje;  
guovdasáhcu	1. midtlinje;  
cuovkasáhcu	1. brøkstrek;  
bisánansáhcu	1. stopplinje;  
vuordinsáhcu	1. vikelinje;  
vuodjinjuohkosáhcu	1. kjørefeltlinje;  
goahcanbircu	1. bremsekloss;  
luvvenbircu	1. mobiliseringskloss;  
juvladeaddu	1. hjultrykk;  
dássedeaddu	1. likevekt;  
vuostedeaddu	1. motvekt;  
áksildeaddu	1. akseltrykk;  
njuovvandeaddu	1. slaktevekt;  
buollindeaddu	1. brannbelastning;  
sparrodeaddu	1. boggitrykk;  
ollesdeaddu	1. totalvekt;  
dáluealátaddu	1. føderådsytelse;  
vuoiŋŋašaddu	1. intellekt;  
bealdošaddu	1. åkervekst;  
guopparšaddu	1. soppvekst;  
oarrskieddu	1. lineforsyn;  
biddu	1. vinterbelling for kvinner;  2. leggvarmer;  
áhkábiddu	1. breiflabb;  
geađgeboddu	1. steintelne;  
gažadanboddu	1. spørretime;  
borgguhanboddu	1. røykepause;  
earránanboddu	1. avskjedsstund;  
jápminboddu	1. dødsstund;  
maŋŋálasjoddu	1. laksestengselgarn;  
miellaguoddu	1. holdning;  
plantarflekšuvdnaguoddu	1. plantarflerert stilling;  
čuožžunguoddu	1. ståstilling;  
gorutguoddu	1. kroppsholdning;  
gávuguoddu	1. nedadvendt stilling;  
rumašguoddu	1. kroppstilling;  
buddu	1. steinsøkke;  
čielggadanáigemuddu	1. oppgjørstidspunktet;  
loaktináigemuddu	1. forbrukstidspunkt;  
oastináigemuddu	1. kjøpstidspunkt;  
ahkemuddu	1. livsfase;  
ohcanmuddu	1. søknadsfase;  
čuozahus-čielggadanmuddu	1. konsekvens-utredningsfase;  
loahpahanmuddu	1. avslutningsfase;  
ovdánanmuddu	1. utviklingsfase;  
vuogáiduvvanmuddu	1. tilvenningsfase;  
fiinnakoordinerenmuddu	1. finkoordineringsfase;  
roavvakoordinerenmuddu	1. grovkoordineringsfase;  
riidomuddu	1. konfliktgrad;  
doaibmaváddu	1. dysfunksjon;  
konsentrašuvdnaváddu	1. konsentrasjonsvanske;  
borranváddu	1. spiseforstyrrelse;  
jurddareaidu	1. tankeredskap;  
buollinčáskadanreaidu	1. brannslokningsutstyr;  
mihtidanreaidu	1. måleutstyr;  
lášmmohallanreaidu	1. gymnastikkartikkel;  
boaldinreaidu	1. brennerutstyr;  
časkinreaidu	1. kølle;  
sihkkarastinreaidu	1. sikringsutstyr;  
beroštusriidu	1. interessekonflikt;  
vuođđogirjesiidu	1. grunnboksblad;  
oidu	1. favør;  
bohccehoidu	1. røropplegg;  
vuodjindáidu	1. kjøreferdighet;  
gáidu	1. avvik;  
beaŋkaráidu	1. seterad;  
faggeráidu	1. knaggrekke;  
orustanráidu	1. parkeringsrad;  
biepmusráidu	1. næringskjede;  
gáisáráidu	1. fjellkjede;  
bivgebealdu	1. byggåker;  
rušpebealdu	1. gulrotåker;  
álgogealdu	1. elementærladning;  
alkoholaboaldu	1. alkoholforbrenning;  
jorggihangieldu	1. vendingsforbud;  
bisánangieldu	1. stoppeforbud;  
orustangieldu	1. parkeringsforbud;  
riidengieldu	1. rideforbud;  
vuodjingieldu	1. kjøreforbud;  
sisavuodjingieldu	1. innkjøringsforbud;  
sykkelastingieldu	1. sykleforbud;  
vázzingieldu	1. gangforbud;  
muoldu	1. humus;  
rávdnjegáldu	1. strømkilde;  
riektegáldu	1. rettskilde;  
veajuiduvvangáldu	1. rekreasjonskilde;  
diehtogáldu	1. kunnskapsbase;  
eanaháldu	1. grunndisponering;  
eaiggáduššanháldu	1. eiendomsdisponering;  
oktoháldu	1. enebesittelse;  
oamastusháldu	1. hevdsbesittelse;  
riggodatháldu	1. ressursdisponering;  
luondduriggodatháldu	1. naturressursdisponering;  
eaiggátháldu	1. eierdisposisjon;  
eanaeaiggátháldu	1. grunneierdisposisjon;  
biltoáldu	1. sky simle;  
blohkkabardu	1. blokkoppstilling;  
goardu	1. person som er urimelig streng i sine krav;  
liidnagierdu	1. linebøyel;  
ráigegierdu	1. hullsirkel;  
telegierdu	1. teleslynge;  
lávgadangierdu	1. gacoring;  
vuolggahangierdu	1. startkrans;  
jorrangierdu	1. delesirkel;  
ráŋggáštusgierdu	1. 9,15-sirkel;  
